index,sign,astrology_sign,importance
55460,leo but it doesn't matter,leo,no importance
55461,Unknown,Unknown,Unknown
55462,scorpio,scorpio,no importance
55463,sagittarius and it's fun to think about,sagittarius,fun
55464,taurus and it's fun to think about,taurus,fun
55465,taurus but it doesn't matter,taurus,no importance
55466,aries,aries,no importance
55467,scorpio and it's fun to think about,scorpio,fun
55468,leo and it's fun to think about,leo,fun
55469,capricorn and it's fun to think about,capricorn,fun
55470,gemini,gemini,no importance
55471,Unknown,Unknown,Unknown
55472,pisces and it's fun to think about,pisces,fun
55473,cancer but it doesn't matter,cancer,no importance
55474,scorpio and it's fun to think about,scorpio,fun
55475,aries and it's fun to think about,aries,fun
55476,cancer and it's fun to think about,cancer,fun
55477,pisces and it's fun to think about,pisces,fun
55478,gemini and it's fun to think about,gemini,fun
55479,libra and it's fun to think about,libra,fun
55480,Unknown,Unknown,Unknown
55481,gemini and it's fun to think about,gemini,fun
55482,scorpio,scorpio,no importance
55483,gemini but it doesn't matter,gemini,no importance
55484,capricorn,capricorn,no importance
55485,taurus and it's fun to think about,taurus,fun
55486,virgo and it's fun to think about,virgo,fun
55487,virgo but it doesn't matter,virgo,no importance
55488,gemini but it doesn't matter,gemini,no importance
55489,capricorn but it doesn't matter,capricorn,no importance
55490,Unknown,Unknown,Unknown
55491,virgo and it's fun to think about,virgo,fun
55492,cancer,cancer,no importance
55493,cancer and it's fun to think about,cancer,fun
55494,aquarius but it doesn't matter,aquarius,no importance
55495,Unknown,Unknown,Unknown
55496,aquarius but it doesn't matter,aquarius,no importance
55497,leo and it's fun to think about,leo,fun
55498,aries,aries,no importance
55499,pisces but it doesn't matter,pisces,no importance
55500,leo,leo,no importance
55501,leo and it's fun to think about,leo,fun
55502,libra and it's fun to think about,libra,fun
55503,virgo and it's fun to think about,virgo,fun
55504,taurus,taurus,no importance
55505,cancer but it doesn't matter,cancer,no importance
55506,aquarius,aquarius,no importance
55507,cancer but it doesn't matter,cancer,no importance
55508,cancer and it's fun to think about,cancer,fun
55509,cancer and it's fun to think about,cancer,fun
55510,taurus and it's fun to think about,taurus,fun
55511,cancer and it's fun to think about,cancer,fun
55512,taurus and it's fun to think about,taurus,fun
55513,libra and it's fun to think about,libra,fun
55514,capricorn and it's fun to think about,capricorn,fun
55515,taurus and it's fun to think about,taurus,fun
55516,virgo,virgo,no importance
55517,capricorn and it's fun to think about,capricorn,fun
55518,taurus and it's fun to think about,taurus,fun
55519,cancer but it doesn't matter,cancer,no importance
55520,cancer and it's fun to think about,cancer,fun
55521,leo but it doesn't matter,leo,no importance
55522,Unknown,Unknown,Unknown
55523,cancer,cancer,no importance
55524,libra but it doesn't matter,libra,no importance
55525,Unknown,Unknown,Unknown
55526,Unknown,Unknown,Unknown
55527,Unknown,Unknown,Unknown
55528,gemini,gemini,no importance
55529,gemini,gemini,no importance
55530,libra but it doesn't matter,libra,no importance
55531,aries,aries,no importance
55532,sagittarius and it's fun to think about,sagittarius,fun
55533,Unknown,Unknown,Unknown
55534,cancer and it's fun to think about,cancer,fun
55535,Unknown,Unknown,Unknown
55536,leo but it doesn't matter,leo,no importance
55537,scorpio and it matters a lot,scorpio,importance
55538,aries,aries,no importance
55539,cancer and it's fun to think about,cancer,fun
55540,virgo and it's fun to think about,virgo,fun
55541,leo but it doesn't matter,leo,no importance
55542,scorpio,scorpio,no importance
55543,Unknown,Unknown,Unknown
55544,leo but it doesn't matter,leo,no importance
55545,Unknown,Unknown,Unknown
55546,scorpio and it's fun to think about,scorpio,fun
55547,sagittarius and it's fun to think about,sagittarius,fun
55548,sagittarius and it's fun to think about,sagittarius,fun
55549,leo but it doesn't matter,leo,no importance
55550,cancer but it doesn't matter,cancer,no importance
55551,leo,leo,no importance
55552,aries but it doesn't matter,aries,no importance
55553,virgo,virgo,no importance
55554,cancer but it doesn't matter,cancer,no importance
55555,gemini and it's fun to think about,gemini,fun
55556,sagittarius,sagittarius,no importance
55557,leo,leo,no importance
55558,taurus and it's fun to think about,taurus,fun
55559,virgo,virgo,no importance
55560,aquarius and it's fun to think about,aquarius,fun
55561,Unknown,Unknown,Unknown
55562,cancer and it's fun to think about,cancer,fun
55563,pisces and it's fun to think about,pisces,fun
55564,scorpio,scorpio,no importance
55565,leo and it's fun to think about,leo,fun
55566,Unknown,Unknown,Unknown
55567,sagittarius and it's fun to think about,sagittarius,fun
55568,taurus but it doesn't matter,taurus,no importance
55569,scorpio and it's fun to think about,scorpio,fun
55570,leo and it's fun to think about,leo,fun
55571,virgo but it doesn't matter,virgo,no importance
55572,sagittarius,sagittarius,no importance
55573,taurus and it's fun to think about,taurus,fun
55574,Unknown,Unknown,Unknown
55575,capricorn and it's fun to think about,capricorn,fun
55576,virgo but it doesn't matter,virgo,no importance
55577,aries but it doesn't matter,aries,no importance
55578,libra and it's fun to think about,libra,fun
55579,Unknown,Unknown,Unknown
55580,gemini and it's fun to think about,gemini,fun
55581,gemini and it's fun to think about,gemini,fun
55582,libra and it's fun to think about,libra,fun
55583,taurus but it doesn't matter,taurus,no importance
55584,gemini and it's fun to think about,gemini,fun
55585,Unknown,Unknown,Unknown
55586,gemini but it doesn't matter,gemini,no importance
55587,virgo but it doesn't matter,virgo,no importance
55588,sagittarius but it doesn't matter,sagittarius,no importance
55589,libra but it doesn't matter,libra,no importance
55590,aries,aries,no importance
55591,sagittarius,sagittarius,no importance
55592,gemini,gemini,no importance
55593,sagittarius and it's fun to think about,sagittarius,fun
55594,pisces but it doesn't matter,pisces,no importance
55595,aquarius and it's fun to think about,aquarius,fun
55596,pisces and it's fun to think about,pisces,fun
55597,pisces,pisces,no importance
55598,Unknown,Unknown,Unknown
55599,scorpio but it doesn't matter,scorpio,no importance
55600,Unknown,Unknown,Unknown
55601,virgo,virgo,no importance
55602,taurus and it's fun to think about,taurus,fun
55603,cancer but it doesn't matter,cancer,no importance
55604,aquarius but it doesn't matter,aquarius,no importance
55605,virgo but it doesn't matter,virgo,no importance
55606,Unknown,Unknown,Unknown
55607,capricorn and it's fun to think about,capricorn,fun
55608,capricorn,capricorn,no importance
55609,virgo but it doesn't matter,virgo,no importance
55610,gemini but it doesn't matter,gemini,no importance
55611,sagittarius,sagittarius,no importance
55612,aquarius and it's fun to think about,aquarius,fun
55613,aquarius and it's fun to think about,aquarius,fun
55614,pisces and it's fun to think about,pisces,fun
55615,virgo and it's fun to think about,virgo,fun
55616,leo and it's fun to think about,leo,fun
55617,taurus but it doesn't matter,taurus,no importance
55618,Unknown,Unknown,Unknown
55619,Unknown,Unknown,Unknown
55620,sagittarius,sagittarius,no importance
55621,libra,libra,no importance
55622,pisces and it's fun to think about,pisces,fun
55623,aries but it doesn't matter,aries,no importance
55624,gemini but it doesn't matter,gemini,no importance
55625,gemini and it's fun to think about,gemini,fun
55626,aquarius but it doesn't matter,aquarius,no importance
55627,gemini but it doesn't matter,gemini,no importance
55628,capricorn and it's fun to think about,capricorn,fun
55629,libra and it's fun to think about,libra,fun
55630,sagittarius and it's fun to think about,sagittarius,fun
55631,libra,libra,no importance
55632,capricorn but it doesn't matter,capricorn,no importance
55633,scorpio,scorpio,no importance
55634,leo and it's fun to think about,leo,fun
55635,taurus,taurus,no importance
55636,pisces but it doesn't matter,pisces,no importance
55637,gemini but it doesn't matter,gemini,no importance
55638,Unknown,Unknown,Unknown
55639,aries but it doesn't matter,aries,no importance
55640,scorpio and it's fun to think about,scorpio,fun
55641,Unknown,Unknown,Unknown
55642,cancer but it doesn't matter,cancer,no importance
55643,virgo and it's fun to think about,virgo,fun
55644,gemini but it doesn't matter,gemini,no importance
55645,pisces,pisces,no importance
55646,Unknown,Unknown,Unknown
55647,Unknown,Unknown,Unknown
55648,cancer,cancer,no importance
55649,aquarius,aquarius,no importance
55650,Unknown,Unknown,Unknown
55651,gemini but it doesn't matter,gemini,no importance
55652,Unknown,Unknown,Unknown
55653,Unknown,Unknown,Unknown
55654,libra,libra,no importance
55655,libra,libra,no importance
55656,virgo,virgo,no importance
55657,scorpio,scorpio,no importance
55658,virgo but it doesn't matter,virgo,no importance
55659,pisces and it's fun to think about,pisces,fun
55660,aries,aries,no importance
55661,aquarius and it's fun to think about,aquarius,fun
55662,pisces but it doesn't matter,pisces,no importance
55663,gemini and it's fun to think about,gemini,fun
55664,pisces and it's fun to think about,pisces,fun
55665,leo and it's fun to think about,leo,fun
55666,libra and it's fun to think about,libra,fun
55667,libra,libra,no importance
55668,pisces and it's fun to think about,pisces,fun
55669,pisces but it doesn't matter,pisces,no importance
55670,libra,libra,no importance
55671,virgo,virgo,no importance
55672,cancer and it's fun to think about,cancer,fun
55673,Unknown,Unknown,Unknown
55674,gemini,gemini,no importance
55675,capricorn but it doesn't matter,capricorn,no importance
55676,Unknown,Unknown,Unknown
55677,sagittarius but it doesn't matter,sagittarius,no importance
55678,leo but it doesn't matter,leo,no importance
55679,virgo but it doesn't matter,virgo,no importance
55680,libra,libra,no importance
55681,cancer but it doesn't matter,cancer,no importance
55682,leo but it doesn't matter,leo,no importance
55683,aquarius and it's fun to think about,aquarius,fun
55684,taurus and it's fun to think about,taurus,fun
55685,leo,leo,no importance
55686,Unknown,Unknown,Unknown
55687,aries but it doesn't matter,aries,no importance
55688,Unknown,Unknown,Unknown
55689,gemini,gemini,no importance
55690,scorpio but it doesn't matter,scorpio,no importance
55691,scorpio but it doesn't matter,scorpio,no importance
55692,Unknown,Unknown,Unknown
55693,capricorn and it's fun to think about,capricorn,fun
55694,gemini and it's fun to think about,gemini,fun
55695,Unknown,Unknown,Unknown
55696,leo and it's fun to think about,leo,fun
55697,taurus,taurus,no importance
55698,aries,aries,no importance
55699,libra,libra,no importance
55700,taurus and it's fun to think about,taurus,fun
55701,leo,leo,no importance
55702,cancer and it's fun to think about,cancer,fun
55703,taurus but it doesn't matter,taurus,no importance
55704,aries and it's fun to think about,aries,fun
55705,sagittarius,sagittarius,no importance
55706,sagittarius but it doesn't matter,sagittarius,no importance
55707,scorpio and it's fun to think about,scorpio,fun
55708,aries and it's fun to think about,aries,fun
55709,Unknown,Unknown,Unknown
55710,libra,libra,no importance
55711,capricorn but it doesn't matter,capricorn,no importance
55712,aquarius,aquarius,no importance
55713,capricorn but it doesn't matter,capricorn,no importance
55714,libra,libra,no importance
55715,scorpio and it's fun to think about,scorpio,fun
55716,Unknown,Unknown,Unknown
55717,cancer,cancer,no importance
55718,libra and it's fun to think about,libra,fun
55719,virgo,virgo,no importance
55720,capricorn but it doesn't matter,capricorn,no importance
55721,Unknown,Unknown,Unknown
55722,cancer but it doesn't matter,cancer,no importance
55723,sagittarius and it's fun to think about,sagittarius,fun
55724,pisces but it doesn't matter,pisces,no importance
55725,Unknown,Unknown,Unknown
55726,Unknown,Unknown,Unknown
55727,gemini and it's fun to think about,gemini,fun
55728,libra,libra,no importance
55729,cancer but it doesn't matter,cancer,no importance
55730,Unknown,Unknown,Unknown
55731,sagittarius and it's fun to think about,sagittarius,fun
55732,libra but it doesn't matter,libra,no importance
55733,gemini,gemini,no importance
55734,capricorn but it doesn't matter,capricorn,no importance
55735,scorpio,scorpio,no importance
55736,scorpio and it's fun to think about,scorpio,fun
55737,gemini but it doesn't matter,gemini,no importance
55738,aquarius but it doesn't matter,aquarius,no importance
55739,Unknown,Unknown,Unknown
55740,aries and it's fun to think about,aries,fun
55741,scorpio and it's fun to think about,scorpio,fun
55742,gemini and it's fun to think about,gemini,fun
55743,sagittarius but it doesn't matter,sagittarius,no importance
55744,pisces but it doesn't matter,pisces,no importance
55745,Unknown,Unknown,Unknown
