index,ethnicity,ethnicity_1,ethnicity_2,ethnicity_3
55703,white,white,,
55704,asian,asian,,
55705,white,white,,
55706,white,white,,
55707,white,white,,
55708,white,white,,
55709,white,white,,
55710,white,white,,
55711,white,white,,
55712,white,white,,
55713,white,white,,
55714,white,white,,
55715,white,white,,
55716,indian,indian,,
55717,"hispanic / latin, white",white,,
55718,white,white,,
55719,white,white,,
55720,"asian, white",asian,white,
55721,rather not disclose,rather not disclose,,
55722,white,white,,
55723,"native american, hispanic / latin",native american,,
55724,white,white,,
55725,white,white,,
55726,white,white,,
55727,white,white,,
55728,white,white,,
55729,white,white,,
55730,rather not disclose,rather not disclose,,
55731,white,white,,
55732,white,white,,
55733,white,white,,
55734,white,white,,
55735,white,white,,
55736,white,white,,
55737,white,white,,
55738,rather not disclose,rather not disclose,,
55739,white,white,,
55740,white,white,,
55741,white,white,,
55742,"black, white",mixed,,
55743,white,white,,
55744,white,white,,
55745,asian,asian,,
55746,hispanic / latin,rather not disclose,,
55747,white,white,,
55748,white,white,,
55749,"hispanic / latin, white",white,,
55750,white,white,,
55751,asian,asian,,
55752,white,white,,
55753,asian,asian,,
55754,white,white,,
55755,white,white,,
55756,rather not disclose,rather not disclose,,
55757,asian,asian,,
55758,white,white,,
55759,white,white,,
55760,white,white,,
55761,asian,asian,,
55762,"asian, native american",asian,native american,
55763,white,white,,
55764,"white, other",white,,other
55765,white,white,,
55766,"asian, middle eastern, black, pacific islander, hispanic / latin",asian,black,middle eastern
55767,white,white,,
55768,hispanic / latin,rather not disclose,,
55769,white,white,,
55770,asian,asian,,
55771,white,white,,
55772,white,white,,
55773,black,black,,
55774,white,white,,
55775,white,white,,
55776,white,white,,
55777,white,white,,
55778,asian,asian,,
55779,white,white,,
55780,"hispanic / latin, white",white,,
55781,other,rather not disclose,,other
55782,white,white,,
55783,white,white,,
55784,white,white,,
55785,white,white,,
55786,"native american, white",white,native american,
55787,white,white,,
55788,asian,asian,,
55789,white,white,,
55790,white,white,,
55791,white,white,,
55792,white,white,,
55793,rather not disclose,rather not disclose,,
55794,middle eastern,middle eastern,,
55795,black,black,,
55796,white,white,,
55797,hispanic / latin,rather not disclose,,
55798,asian,asian,,
55799,white,white,,
55800,white,white,,
55801,black,black,,
55802,white,white,,
55803,white,white,,
55804,white,white,,
55805,pacific islander,pacific islander,,
55806,white,white,,
55807,pacific islander,pacific islander,,
55808,"hispanic / latin, white",white,,
55809,"hispanic / latin, white",white,,
55810,white,white,,
55811,white,white,,
55812,white,white,,
55813,rather not disclose,rather not disclose,,
55814,white,white,,
55815,white,white,,
55816,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
55817,white,white,,
55818,hispanic / latin,rather not disclose,,
55819,"white, other",white,,other
55820,rather not disclose,rather not disclose,,
55821,asian,asian,,
55822,white,white,,
55823,white,white,,
55824,white,white,,
55825,white,white,,
55826,white,white,,
55827,white,white,,
55828,rather not disclose,rather not disclose,,
55829,white,white,,
55830,white,white,,
55831,asian,asian,,
55832,white,white,,
55833,white,white,,
55834,white,white,,
55835,"asian, white",asian,white,
55836,hispanic / latin,rather not disclose,,
55837,white,white,,
55838,white,white,,
55839,white,white,,
55840,white,white,,
55841,other,rather not disclose,,other
55842,rather not disclose,rather not disclose,,
55843,black,black,,
55844,white,white,,
55845,white,white,,
55846,asian,asian,,
55847,white,white,,
55848,rather not disclose,rather not disclose,,
55849,"black, native american, hispanic / latin",black,native american,
55850,white,white,,
55851,"black, white, other",black,white,other
55852,white,white,,
55853,white,white,,
55854,"black, native american",black,native american,
55855,hispanic / latin,rather not disclose,,
55856,hispanic / latin,rather not disclose,,
55857,white,white,,
55858,white,white,,
55859,hispanic / latin,rather not disclose,,
55860,white,white,,
55861,white,white,,
55862,rather not disclose,rather not disclose,,
55863,white,white,,
55864,white,white,,
55865,white,white,,
55866,"middle eastern, white",white,middle eastern,
55867,white,white,,
55868,asian,asian,,
55869,asian,asian,,
55870,white,white,,
55871,other,rather not disclose,,other
55872,"native american, hispanic / latin, white",white,native american,
55873,white,white,,
55874,other,rather not disclose,,other
55875,other,rather not disclose,,other
55876,white,white,,
55877,asian,asian,,
55878,white,white,,
55879,white,white,,
55880,rather not disclose,rather not disclose,,
55881,white,white,,
55882,white,white,,
55883,"asian, white",asian,white,
55884,white,white,,
55885,white,white,,
55886,white,white,,
55887,rather not disclose,rather not disclose,,
55888,rather not disclose,rather not disclose,,
55889,white,white,,
55890,"black, other",black,,other
55891,asian,asian,,
55892,white,white,,
55893,white,white,,
55894,white,white,,
55895,white,white,,
55896,white,white,,
55897,white,white,,
55898,white,white,,
55899,rather not disclose,rather not disclose,,
55900,white,white,,
55901,black,black,,
55902,"middle eastern, white",white,middle eastern,
55903,white,white,,
55904,white,white,,
55905,white,white,,
55906,white,white,,
55907,rather not disclose,rather not disclose,,
55908,white,white,,
55909,white,white,,
55910,white,white,,
55911,white,white,,
55912,white,white,,
55913,white,white,,
55914,white,white,,
55915,asian,asian,,
55916,white,white,,
55917,white,white,,
55918,white,white,,
55919,"white, other",white,,other
55920,white,white,,
55921,white,white,,
55922,white,white,,
55923,rather not disclose,rather not disclose,,
55924,rather not disclose,rather not disclose,,
55925,rather not disclose,rather not disclose,,
55926,white,white,,
55927,white,white,,
55928,asian,asian,,
55929,white,white,,
55930,hispanic / latin,rather not disclose,,
55931,"black, native american, other",black,native american,other
55932,rather not disclose,rather not disclose,,
55933,other,rather not disclose,,other
55934,asian,asian,,
55935,white,white,,
55936,white,white,,
55937,black,black,,
55938,white,white,,
55939,asian,asian,,
55940,asian,asian,,
55941,asian,asian,,
55942,rather not disclose,rather not disclose,,
55943,white,white,,
55944,white,white,,
55945,white,white,,
55946,white,white,,
55947,hispanic / latin,rather not disclose,,
55948,white,white,,
55949,white,white,,
55950,white,white,,
55951,rather not disclose,rather not disclose,,
55952,indian,indian,,
55953,asian,asian,,
55954,white,white,,
55955,"hispanic / latin, white",white,,
55956,"black, other",black,,other
55957,white,white,,
55958,rather not disclose,rather not disclose,,
55959,white,white,,
55960,rather not disclose,rather not disclose,,
55961,white,white,,
55962,white,white,,
55963,white,white,,
55964,white,white,,
55965,asian,asian,,
55966,white,white,,
55967,white,white,,
55968,white,white,,
55969,white,white,,
55970,"black, white",mixed,,
55971,rather not disclose,rather not disclose,,
55972,white,white,,
55973,"asian, white",asian,white,
55974,white,white,,
55975,"white, other",white,,other
55976,"white, other",white,,other
55977,white,white,,
55978,white,white,,
55979,asian,asian,,
55980,asian,asian,,
55981,white,white,,
55982,rather not disclose,rather not disclose,,
55983,"black, white",mixed,,
55984,white,white,,
55985,"hispanic / latin, white",white,,
55986,asian,asian,,
55987,"white, other",white,,other
55988,white,white,,
55989,white,white,,
55990,white,white,,
55991,white,white,,
55992,"asian, white",asian,white,
55993,white,white,,
55994,rather not disclose,rather not disclose,,
55995,white,white,,
55996,white,white,,
55997,white,white,,
55998,white,white,,
55999,hispanic / latin,rather not disclose,,
56000,"middle eastern, white",white,middle eastern,
56001,white,white,,
56002,"asian, white",asian,white,
56003,white,white,,
56004,rather not disclose,rather not disclose,,
56005,white,white,,
56006,black,black,,
56007,white,white,,
56008,white,white,,
56009,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
56010,white,white,,
56011,asian,asian,,
56012,hispanic / latin,rather not disclose,,
56013,white,white,,
56014,other,rather not disclose,,other
56015,white,white,,
56016,"hispanic / latin, white",white,,
56017,hispanic / latin,rather not disclose,,
56018,"hispanic / latin, white",white,,
56019,hispanic / latin,rather not disclose,,
56020,hispanic / latin,rather not disclose,,
56021,rather not disclose,rather not disclose,,
56022,black,black,,
56023,white,white,,
56024,other,rather not disclose,,other
56025,"native american, white",white,native american,
56026,white,white,,
56027,other,rather not disclose,,other
56028,white,white,,
56029,white,white,,
56030,white,white,,
56031,white,white,,
56032,hispanic / latin,rather not disclose,,
56033,hispanic / latin,rather not disclose,,
56034,asian,asian,,
56035,rather not disclose,rather not disclose,,
56036,hispanic / latin,rather not disclose,,
56037,hispanic / latin,rather not disclose,,
56038,hispanic / latin,rather not disclose,,
56039,"asian, white",asian,white,
56040,rather not disclose,rather not disclose,,
56041,white,white,,
56042,"hispanic / latin, white",white,,
56043,asian,asian,,
56044,rather not disclose,rather not disclose,,
56045,other,rather not disclose,,other
56046,indian,indian,,
56047,"hispanic / latin, white",white,,
56048,white,white,,
56049,asian,asian,,
56050,white,white,,
56051,indian,indian,,
56052,white,white,,
56053,white,white,,
56054,white,white,,
56055,"native american, white",white,native american,
56056,rather not disclose,rather not disclose,,
56057,white,white,,
56058,white,white,,
56059,"native american, hispanic / latin, white",white,native american,
56060,white,white,,
56061,white,white,,
56062,rather not disclose,rather not disclose,,
56063,white,white,,
56064,hispanic / latin,rather not disclose,,
56065,white,white,,
56066,white,white,,
56067,black,black,,
56068,white,white,,
56069,white,white,,
56070,white,white,,
56071,white,white,,
56072,"native american, white",white,native american,
56073,white,white,,
56074,rather not disclose,rather not disclose,,
56075,white,white,,
56076,white,white,,
56077,white,white,,
56078,asian,asian,,
56079,white,white,,
56080,"middle eastern, white",white,middle eastern,
56081,white,white,,
56082,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
56083,"native american, hispanic / latin",native american,,
56084,hispanic / latin,rather not disclose,,
56085,white,white,,
56086,white,white,,
56087,asian,asian,,
56088,white,white,,
56089,rather not disclose,rather not disclose,,
56090,white,white,,
56091,white,white,,
56092,other,rather not disclose,,other
56093,white,white,,
56094,white,white,,
56095,white,white,,
56096,white,white,,
56097,hispanic / latin,rather not disclose,,
56098,"asian, black, pacific islander, white, other",asian,black,white
56099,white,white,,
56100,asian,asian,,
56101,hispanic / latin,rather not disclose,,
56102,indian,indian,,
56103,asian,asian,,
56104,other,rather not disclose,,other
56105,"native american, white",white,native american,
56106,"white, other",white,,other
56107,white,white,,
56108,white,white,,
56109,white,white,,
56110,asian,asian,,
56111,"hispanic / latin, other",rather not disclose,,other
56112,"asian, white",asian,white,
56113,hispanic / latin,rather not disclose,,
56114,white,white,,
56115,rather not disclose,rather not disclose,,
56116,white,white,,
56117,white,white,,
56118,white,white,,
56119,white,white,,
56120,rather not disclose,rather not disclose,,
56121,white,white,,
56122,rather not disclose,rather not disclose,,
56123,other,rather not disclose,,other
56124,white,white,,
56125,rather not disclose,rather not disclose,,
56126,white,white,,
56127,white,white,,
56128,asian,asian,,
56129,asian,asian,,
56130,hispanic / latin,rather not disclose,,
56131,white,white,,
56132,white,white,,
